UniProtID	Accessions	kinase	networkin_id	psp_id	netphorest_group	ECs	gene_names	Descriptions
PTK6_HUMAN	Q13882	Brk	Brk	Brk	Brk	2.7.10.2	PTK6;BRK	2.7.10.2;Protein-tyrosine kinase 6;Breast tumor kinase;Tyrosine-protein kinase BRK
PTK6_HUMAN	Q13882	Brk	Brk	Brk	Src_group	2.7.10.2	PTK6;BRK	2.7.10.2;Protein-tyrosine kinase 6;Breast tumor kinase;Tyrosine-protein kinase BRK
Q15300_HUMAN	Q15300	Ret iso3 (PSP)		Ret iso3			RET/PTC2	RET tyrosine kinase/cAMP protein kinase A subunit RI
RAF1_HUMAN	P04049	RAF1	RAF1	RAF1	ARAF_BRAF_RAF1_group	2.7.11.1	RAF1;RAF	2.7.11.1;RAF proto-oncogene serine/threonine-protein kinase;Proto-oncogene c-RAF;cRaf;Raf-1
RET_HUMAN	P07949	RET	RET	Ret		2.7.10.1	PTC;RET;CDHF12;CDHR16;RET51	EC 2.7.10.1;Proto-oncogene tyrosine-protein kinase receptor Ret;Cadherin family member 12;Proto-oncogene c-Ret;Soluble RET kinase fragment;Extracellular cell-membrane anchored RET cadherin 120 kDa fragment
RIOK3_HUMAN	O14730	RIOK3 (PSP)		RIOK3		2.7.11.1	RIOK3;SUDD	EC 2.7.11.1;Serine/threonine-protein kinase RIO3;RIO kinase 3;sudD homolog
RIPK1_HUMAN	Q13546	RIPK1 (PSP)		RIPK1		2.7.11.1	RIPK1;RIP;RIP1	2.7.11.1;Receptor-interacting serine/threonine-protein kinase 1;Cell death protein RIP;Receptor-interacting protein 1;RIP-1
RIPK2_HUMAN	O43353	RIPK2 (PSP)		RIPK2		2.7.10.2;2.7.11.1	RIPK2;CARDIAK;UNQ277/PRO314/PRO34092	EC 2.7.11.1;EC 2.7.10.2;Receptor-interacting serine/threonine-protein kinase 2;CARD-containing interleukin-1 beta-converting enzyme-associated kinase;CARD-containing IL-1 beta ICE-kinase;RIP-like-interacting CLARP kinase;Receptor-interacting protein 2;RIP-2;Tyrosine-protein kinase RIPK2
RIPK3_HUMAN	Q9Y572	RIPK3 (PSP)		RIPK3		2.7.11.1	RIPK3;RIP3	2.7.11.1;Receptor-interacting serine/threonine-protein kinase 3;RIP-like protein kinase 3;Receptor-interacting protein 3;RIP-3
ROCK1_HUMAN	Q13464	ROCK1	ROCK1	ROCK1	ROCK_group	2.7.11.1	ROCK1	"2.7.11.1;Rho-associated protein kinase 1;Renal carcinoma antigen NY-REN-35;Rho-associated, coiled-coil-containing protein kinase 1;Rho-associated, coiled-coil-containing protein kinase I;ROCK-I;p160 ROCK-1;p160ROCK"
ROCK2_HUMAN	O75116	ROCK2	ROCK2	ROCK2	ROCK_group	2.7.11.1	ROCK2;KIAA0619	"EC 2.7.11.1;Rho-associated protein kinase 2;Rho kinase 2;Rho-associated, coiled-coil-containing protein kinase 2;Rho-associated, coiled-coil-containing protein kinase II;ROCK-II;p164 ROCK-2"
RON_HUMAN	Q04912	RON	RON	Ron		2.7.10.1	MST1R;PTK8;RON	EC 2.7.10.1;Macrophage-stimulating protein receptor;MSP receptor;CDw136;Protein-tyrosine kinase 8;p185-Ron;CD136;Macrophage-stimulating protein receptor alpha chain;Macrophage-stimulating protein receptor beta chain;Isoform RON-5 of Macrophage-stimulating protein receptor
RON_HUMAN	Q04912	Ron (NetworKIN)	Ron	Ron	Met_group	2.7.10.1	MST1R;PTK8;RON	EC 2.7.10.1;Macrophage-stimulating protein receptor;MSP receptor;CDw136;Protein-tyrosine kinase 8;p185-Ron;CD136;Macrophage-stimulating protein receptor alpha chain;Macrophage-stimulating protein receptor beta chain;Isoform RON-5 of Macrophage-stimulating protein receptor
SGK1_HUMAN	O00141	SGK1 (NetworKIN)	SGK1	SGK1	SGK_group	2.7.11.1	SGK1;SGK	EC 2.7.11.1;Serine/threonine-protein kinase Sgk1;Serum/glucocorticoid-regulated kinase 1;Isoform 2 of Serine/threonine-protein kinase Sgk1
SGK2_HUMAN	Q9HBY8	SGK2 (NetworKIN)	SGK2		SGK_group	2.7.11.1	SGK2	EC 2.7.11.1;Serine/threonine-protein kinase Sgk2;Serum/glucocorticoid-regulated kinase 2;Isoform 2 of Serine/threonine-protein kinase Sgk2
SGK3_HUMAN	Q96BR1	SGK3 (NetworKIN)	SGK3	SGK3	SGK_group	2.7.11.1	SGK3;CISK;SGKL	EC 2.7.11.1;Serine/threonine-protein kinase Sgk3;Cytokine-independent survival kinase;Serum/glucocorticoid-regulated kinase 3;Serum/glucocorticoid-regulated kinase-like;Isoform 2 of Serine/threonine-protein kinase Sgk3
SIK1_HUMAN	P57059	SIK	SIK	SIK		2.7.11.1	SIK1;SIK;SNF1LK	2.7.11.1;Serine/threonine-protein kinase SIK1;Salt-inducible kinase 1;SIK-1;Serine/threonine-protein kinase SNF1-like kinase 1;Serine/threonine-protein kinase SNF1LK
SIK2_HUMAN	Q9H0K1	QIK (PSP)		QIK		2.7.11.1	SIK2;KIAA0781;QIK;SNF1LK2	2.7.11.1;Serine/threonine-protein kinase SIK2;Qin-induced kinase;Salt-inducible kinase 2;SIK-2;Serine/threonine-protein kinase SNF1-like kinase 2
SLK_HUMAN	Q9H2G2	SLK (NetworKIN)	SLK	SLK	SLK_group	2.7.11.1	STK2;SLK;KIAA0204	EC 2.7.11.1;Serine/threonine-protein kinase 2;STE20-like serine/threonine-protein kinase;STE20-like kinase;hSLK;CTCL tumor antigen se20-9;STE20-related serine/threonine-protein kinase;STE20-related kinase;Isoform 2 of STE20-like serine/threonine-protein kinase
SMG1_HUMAN	Q96Q15	SMG1 (PSP)		SMG1		2.7.11.1	SMG1;ATX;KIAA0421;LIP	EC 2.7.11.1;Serine/threonine-protein kinase SMG1;SMG-1;hSMG-1;Lambda/iota protein kinase C-interacting protein;Lambda-interacting protein;Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1
SPEE_HUMAN	P19623	Srm (NetworKIN)	Srm		Srm	2.5.1.16	SPS1;SRM;SRML1	Spermidine synthase;SPDSY;EC 2.5.1.16;Putrescine aminopropyltransferase
SPEE_HUMAN	P19623	Srm (NetworKIN)	Srm		Src_group	2.5.1.16	SPS1;SRM;SRML1	Spermidine synthase;SPDSY;EC 2.5.1.16;Putrescine aminopropyltransferase
SRC_HUMAN	P12931	SRC	SRC	Src		2.7.10.2	SRC;SRC1	2.7.10.2;Proto-oncogene tyrosine-protein kinase Src;Proto-oncogene c-Src;pp60c-src;p60-Src;Isoform 2 of Proto-oncogene tyrosine-protein kinase Src
SRC_HUMAN	P12931	Src (NetworKIN)	Src	Src	Src_group	2.7.10.2	SRC;SRC1	2.7.10.2;Proto-oncogene tyrosine-protein kinase Src;Proto-oncogene c-Src;pp60c-src;p60-Src;Isoform 2 of Proto-oncogene tyrosine-protein kinase Src
SRMS_HUMAN	Q9H3Y6	SRMS (PSP)		SRMS		2.7.10.2	SRMS;C20orf148	2.7.10.2;Tyrosine-protein kinase Srms
SRPK1_HUMAN	Q96SB4	SRPK1 (PSP)		SRPK1		2.7.11.1	SRPK1	EC 2.7.11.1;SRSF protein kinase 1;SFRS protein kinase 1;Serine/arginine-rich protein-specific kinase 1;SR-protein-specific kinase 1;Isoform 3 of SRSF protein kinase 1
SRPK2_HUMAN	P78362	SRPK2 (PSP)		SRPK2		2.7.11.1	SRPK2	2.7.11.1;SRSF protein kinase 2;SFRS protein kinase 2;Serine/arginine-rich protein-specific kinase 2;SR-protein-specific kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal;Isoform 2 of SRSF protein kinase 2
ST17A_HUMAN	Q9UEE5	DRAK1 (PSP)		DRAK1		2.7.11.1	STK17A;DRAK1	EC 2.7.11.1;Serine/threonine-protein kinase 17A;DAP kinase-related apoptosis-inducing protein kinase 1
ST38L_HUMAN	Q9Y2H1	NDR2	NDR2	NDR2		2.7.11.1	STK38L;KIAA0965;NDR2	EC 2.7.11.1;Serine/threonine-protein kinase 38-like;NDR2 protein kinase;Nuclear Dbf2-related kinase 2
STK10_HUMAN	O94804	LOK	LOK	LOK	SLK_group	2.7.11.1	STK10;LOK	EC 2.7.11.1;Serine/threonine-protein kinase 10;Lymphocyte-oriented kinase
STK11_HUMAN	Q15831	LKB1	LKB1	LKB1	LKB1	2.7.11.1	STK11;LKB1;PJS	2.7.11.1;LKB1;Serine/threonine-protein kinase STK11;Liver kinase B1;hLKB1;Renal carcinoma antigen NY-REN-19
STK16_HUMAN	O75716	MPSK1 (PSP)		MPSK1		2.7.10.2;2.7.11.1	STK16;MPSK1;PKL12;TSF1	EC 2.7.11.1;EC 2.7.10.2;Serine/threonine-protein kinase 16;Myristoylated and palmitoylated serine/threonine-protein kinase;MPSK;Protein kinase PKL12;TGF-beta-stimulated factor 1;TSF-1;Tyrosine-protein kinase STK16;hPSK
STK19_HUMAN	P49842	G11 (PSP)		G11		2.7.11.1	STK19;G11;RP1	2.7.11.1;Serine/threonine-protein kinase 19;Protein G11;Protein RP1;Isoform 4 of Serine/threonine-protein kinase 19
STK24_HUMAN	Q9Y6E0	MST3	MST3	MST3	YSK_group	2.7.11.1	STK3;STK24;MST3	EC 2.7.11.1;Serine/threonine-protein kinase 24;Mammalian STE20-like protein kinase 3;MST-3;STE20-like kinase MST3;Serine/threonine-protein kinase 24 36 kDa subunit;Mammalian STE20-like protein kinase 3 N-terminal;MST3/N;Serine/threonine-protein kinase 24 12 kDa subunit;Mammalian STE20-like protein kinase 3 C-terminal;MST3/C;Isoform A of Serine/threonine-protein kinase 24
STK25_HUMAN	O00506	YSK1 (NetworKIN)	YSK1	YSK1	YSK_group	2.7.11.1	STK25;SOK1;YSK1	EC 2.7.11.1;Serine/threonine-protein kinase 25;Ste20-like kinase;Sterile 20/oxidant stress-response kinase 1;SOK-1;Ste20/oxidant stress response kinase 1;Isoform 2 of Serine/threonine-protein kinase 25
STK26_HUMAN	Q9P289	MST4 (NetworKIN)	MST4	MST4	YSK_group	2.7.11.1	STK26;MASK;MST4	2.7.11.1;Serine/threonine-protein kinase 26;MST3 and SOK1-related kinase;Mammalian STE20-like protein kinase 4;MST-4;STE20-like kinase MST4;Serine/threonine-protein kinase MASK
STK33_HUMAN	Q9BYT3	STK33 (PSP)		STK33		2.7.11.1	STK33	EC 2.7.11.1;Serine/threonine-protein kinase 33
STK38_HUMAN	Q15208	NDR1	NDR1	NDR1		2.7.11.1	STK38;NDR1	EC 2.7.11.1;Serine/threonine-protein kinase 38;NDR1 protein kinase;Nuclear Dbf2-related kinase 1
STK39_HUMAN	Q9UEW8	STLK3	STLK3	STLK3		2.7.11.1	STK39;SPAK	EC 2.7.11.1;STE20/SPS1-related proline-alanine-rich protein kinase;Ste-20-related kinase;DCHT;Serine/threonine-protein kinase 39
STK3_HUMAN	Q13188	MST2 (NetworKIN)	MST2	MST2	MST_group	2.7.11.1	STK3;KRS1;MST2	EC 2.7.11.1;Serine/threonine-protein kinase 3;Mammalian STE20-like protein kinase 2;MST-2;STE20-like kinase MST2;Serine/threonine-protein kinase Krs-1;Serine/threonine-protein kinase 3 36kDa subunit;MST2/N;Serine/threonine-protein kinase 3 20kDa subunit;MST2/C;Isoform 2 of Serine/threonine-protein kinase 3
STK4_HUMAN	Q13043	MST1	MST1	MST1	MST_group	2.7.11.1	STK4;KRS2;MST1	EC 2.7.11.1;Serine/threonine-protein kinase 4;Mammalian STE20-like protein kinase 1;MST-1;STE20-like kinase MST1;Serine/threonine-protein kinase Krs-2;Serine/threonine-protein kinase 4 37kDa subunit;MST1/N;Serine/threonine-protein kinase 4 18kDa subunit;MST1/C;Isoform 2 of Serine/threonine-protein kinase 4
STYK1_HUMAN	Q6J9G0	STYK1 (PSP)		STYK1		2.7.10.2	STYK1;NOK	EC 2.7.10.2;Tyrosine-protein kinase STYK1;Novel oncogene with kinase domain;Protein PK-unique;Serine/threonine/tyrosine kinase 1
T2FA_HUMAN	P35269	GTF2F1 (PSP)		GTF2F1			GTF2F1;RAP74	General transcription factor IIF subunit 1;General transcription factor IIF 74 kDa subunit;Transcription initiation factor IIF subunit alpha;TFIIF-alpha;Transcription initiation factor RAP74
TAF1_HUMAN	P21675	TAF1 (PSP)		TAF1		2.3.1.48;2.7.11.1	TAF2A;TAF1;BA2R;CCG1;CCGS	2.3.1.48;EC 2.7.11.1;p250;Transcription initiation factor TFIID subunit 1;Cell cycle gene 1 protein;TBP-associated factor 250 kDa;Transcription initiation factor TFIID 250 kDa subunit;TAF(II)250;TAFII-250;TAFII250;Isoform 2 of Transcription initiation factor TFIID subunit 1
TAOK1_HUMAN	Q7L7X3	TAO1 (PSP)		TAO1		2.7.11.1	TAOK1;KIAA1361;MAP3K16;MARKK	EC 2.7.11.1;TAOK1;MARKK;Serine/threonine-protein kinase TAO1;Kinase from chicken homolog B;hKFC-B;MARK Kinase;Prostate-derived sterile 20-like kinase 2;PSK-2;PSK2;Prostate-derived STE20-like kinase 2;Thousand and one amino acid protein kinase 1;hTAOK1;Isoform 2 of Serine/threonine-protein kinase TAO1
TAOK2_HUMAN	Q9UL54	TAO2 (PSP)		TAO2		2.7.11.1	TAOK2;KIAA0881;UNQ2971/PRO7431	EC 2.7.11.1;Serine/threonine-protein kinase TAO2;Kinase from chicken homolog C;hKFC-C;Prostate-derived sterile 20-like kinase 1;PSK-1;PSK1;Prostate-derived STE20-like kinase 1;Thousand and one amino acid protein kinase 2;Isoform 2 of Serine/threonine-protein kinase TAO2
TBK1_HUMAN	Q9UHD2	TBK1	TBK1	TBK1		2.7.11.1	TBK1;NAK	2.7.11.1;Serine/threonine-protein kinase TBK1;NF-kappa-B-activating kinase;T2K;TANK-binding kinase 1
TEC_HUMAN	P42680	TEC	TEC	TEC		2.7.10.2	TEC;PSCTK4	EC 2.7.10.2;Tyrosine-protein kinase Tec
TEC_HUMAN	P42680	Tec (NetworKIN)	Tec	TEC	Tec_group	2.7.10.2	TEC;PSCTK4	EC 2.7.10.2;Tyrosine-protein kinase Tec
TESK1_HUMAN	Q15569	TESK1	TESK1	TESK1		2.7.12.1	TESK1	EC 2.7.12.1;Dual specificity testis-specific protein kinase 1;Testicular protein kinase 1
TESK2_HUMAN	Q96S53	TESK2	TESK2			2.7.12.1	TESK2	EC 2.7.12.1;Dual specificity testis-specific protein kinase 2;Testicular protein kinase 2;Isoform 3 of Dual specificity testis-specific protein kinase 2
TGFR1_HUMAN	P36897	TGFbR1	TGFbR1	TGFBR1		2.7.11.30	TGFBR1;ALK5;SKR4	EC 2.7.11.30;ALK5;SKR4;TGF-beta receptor type-1;TGFR-1;Activin A receptor type II-like protein kinase of 53kD;Activin receptor-like kinase 5;ALK-5;Serine/threonine-protein kinase receptor R4;TGF-beta type I receptor;Transforming growth factor-beta receptor type I;TGF-beta receptor type I;TbetaR-I;Isoform 2 of TGF-beta receptor type-1
TGFR2_HUMAN	P37173	TGFbR2	TGFbR2	TGFBR2	ACTR2_ACTR2B_TGFbR2_group	2.7.11.30	TGFBR2	EC 2.7.11.30;TGF-beta receptor type-2;TGFR-2;TGF-beta type II receptor;Transforming growth factor-beta receptor type II;TGF-beta receptor type II;TbetaR-II
TGM2_HUMAN	P21980	TGM2 (PSP)		TGM2		2.3.2.13;3.5.1.44	TGM2	2.3.1.-;3.4.-.-;Protein-glutamine gamma-glutamyltransferase 2;2.3.2.13;Erythrocyte transglutaminase;Heart G alpha(h);hhG alpha(h);Isopeptidase TGM2;Protein G alpha(h);G(h);Protein-glutamine deamidase TGM2;3.5.1.44;Protein-glutamine dopaminyltransferase TGM2;Protein-glutamine histaminyltransferase TGM2;Protein-glutamine noradrenalinyltransferase TGM2;Protein-glutamine serotonyltransferase TGM2;Tissue transglutaminase;tTG;tTgase;Transglutaminase C;TG(C);TGC;TGase C;Transglutaminase H;TGase H;Transglutaminase II;TGase II;Transglutaminase-2;TG2;TGase-2;hTG2;Isoform 3 of Protein-glutamine gamma-glutamyltransferase 2
TIE1_HUMAN	P35590	TIE1	TIE1			2.7.10.1	TIE1;TIE	EC 2.7.10.1;Tyrosine-protein kinase receptor Tie-1;Isoform 2 of Tyrosine-protein kinase receptor Tie-1
TIE2_HUMAN	Q02763	TIE2	TIE2	TIE2		2.7.10.1	TEK;TIE2;VMCM;VMCM1	EC 2.7.10.1;Angiopoietin-1 receptor;Endothelial tyrosine kinase;Tunica interna endothelial cell kinase;Tyrosine kinase with Ig and EGF homology domains-2;Tyrosine-protein kinase receptor TEK;Tyrosine-protein kinase receptor TIE-2;hTIE2;p140 TEK;CD202b;Isoform 3 of Angiopoietin-1 receptor
TITIN_HUMAN	Q8WZ42	Titin kinase	Titin kinase			2.7.11.1	TTN	EC 2.7.11.1;Titin;Connectin;Rhabdomyosarcoma antigen MU-RMS-40.14;Isoform 2 of Titin
TLK1_HUMAN	Q9UKI8	TLK1	TLK1	TLK1	TLK_group	2.7.11.1	TLK1;KIAA0137	EC 2.7.11.1;Serine/threonine-protein kinase tousled-like 1;PKU-beta;Tousled-like kinase 1;Isoform 4 of Serine/threonine-protein kinase tousled-like 1
TLK2_HUMAN	Q86UE8	TLK2 (NetworKIN)	TLK2	TLK2	TLK_group	2.7.11.1	TLK2	EC 2.7.11.1;Serine/threonine-protein kinase tousled-like 2;HsHPK;PKU-alpha;Tousled-like kinase 2
TNIK_HUMAN	Q9UKE5	TNIK (NetworKIN)	TNIK	TNIK	MSN_group	2.7.11.1	TNIK;KIAA0551	EC 2.7.11.1;TRAF2 and NCK-interacting protein kinase
TOPK_HUMAN	Q96KB5	PBK (PSP)		PBK		2.7.12.2	PBK;TOPK	EC 2.7.12.2;Lymphokine-activated killer T-cell-originated protein kinase;Cancer/testis antigen 84;CT84;MAPKK-like protein kinase;Nori-3;PDZ-binding kinase;Spermatogenesis-related protein kinase;SPK;T-LAK cell-originated protein kinase
TRPM6_HUMAN	Q9BX84	Chak2 (NetworKIN)	Chak2	ChaK2	Chak1_Chak2_group	2.7.11.1	TRPM6;CHAK2	EC 2.7.11.1;Transient receptor potential cation channel subfamily M member 6;Channel kinase 2;Melastatin-related TRP cation channel 6;Isoform TRPM6b of Transient receptor potential cation channel subfamily M member 6
TRPM7_HUMAN	Q96QT4	Chak1	Chak1	ChaK1		2.7.11.1	TRPM7;CHAK1;LTRPC7	EC 2.7.11.1;Transient receptor potential cation channel subfamily M member 7;Channel-kinase 1;Long transient receptor potential channel 7;LTrpC-7;LTrpC7
TSSK3_HUMAN	Q96PN8	TSSK3	TSSK3			2.7.11.1	TSSK3;SPOGA3;STK22C	EC 2.7.11.1;Testis-specific serine/threonine-protein kinase 3;TSK-3;TSSK-3;Testis-specific kinase 3;Serine/threonine-protein kinase 22C
TSSK4_HUMAN	Q6SA08	TSSK4 (PSP)		TSSK4		2.7.11.1	TSSK4;C14orf20;STK22E;TSSK5	2.7.11.1;Testis-specific serine/threonine-protein kinase 4;TSK-4;TSSK-4;Testis-specific kinase 4;Serine/threonine-protein kinase 22E;Isoform 3 of Testis-specific serine/threonine-protein kinase 4
TTBK1_HUMAN	Q5TCY1	TTBK1 (PSP)		TTBK1		2.7.11.1	TTBK1;BDTK;KIAA1855	2.7.11.1;Tau-tubulin kinase 1;Brain-derived tau kinase;Isoform 2 of Tau-tubulin kinase 1
TTBK2_HUMAN	Q6IQ55	TTBK2 (PSP)		TTBK2		2.7.11.1	TTBK2;KIAA0847	EC 2.7.11.1;Tau-tubulin kinase 2
TTK_HUMAN	P33981	TTK	TTK	TTK	TTK	2.7.12.1	MPS1;TTK;MPS1L1	2.7.12.1;Dual specificity protein kinase TTK;Phosphotyrosine picked threonine-protein kinase;PYT;Isoform 2 of Dual specificity protein kinase TTK
TXK_HUMAN	P42681	TXK	TXK	TXK	Tec_group	2.7.10.2	TXK;PTK4;RLK	2.7.10.2;Tyrosine-protein kinase TXK;Protein-tyrosine kinase 4;Resting lymphocyte kinase
TYK2_HUMAN	P29597	Tyk2	Tyk2	Tyk2	Tyk2	2.7.10.2	TYK2	2.7.10.2;Non-receptor tyrosine-protein kinase TYK2
TYRO3_HUMAN	Q06418	Tyro3 (PSP)		Tyro3		2.7.10.1	TYRO3;BYK;DTK;RSE;SKY;TIF	EC 2.7.10.1;Tyrosine-protein kinase receptor TYRO3;Tyrosine-protein kinase BYK;Tyrosine-protein kinase DTK;Tyrosine-protein kinase RSE;Tyrosine-protein kinase SKY;Tyrosine-protein kinase TIF
UFO_HUMAN	P30530	Axl	Axl	AXL		2.7.10.1	AXL;UFO	2.7.10.1;Tyrosine-protein kinase receptor UFO;AXL oncogene
UHMK1_HUMAN	Q8TAS1	KIS	KIS	KIS		2.7.11.1	UHMK1;KIS;KIST	EC 2.7.11.1;Serine/threonine-protein kinase Kist;Kinase interacting with stathmin;PAM COOH-terminal interactor protein 2;P-CIP2;U2AF homology motif kinase 1
ULK1_HUMAN	O75385	ULK1 (PSP)		ULK1		2.7.11.1	ULK1;KIAA0722	2.7.11.1;Serine/threonine-protein kinase ULK1;Autophagy-related protein 1 homolog;ATG1;hATG1;Unc-51-like kinase 1
ULK2_HUMAN	Q8IYT8	ULK2 (PSP)		ULK2		2.7.11.1	ULK2;KIAA0623	EC 2.7.11.1;Serine/threonine-protein kinase ULK2;Unc-51-like kinase 2
ULK3_HUMAN	Q6PHR2	ULK3 (PSP)		ULK3		2.7.11.1	ULK3	EC 2.7.11.1;Serine/threonine-protein kinase ULK3;Unc-51-like kinase 3;Isoform 4 of Serine/threonine-protein kinase ULK3
VGFR1_HUMAN	P17948	FLT1	FLT1	VEGFR1	KDR_FLT1_group	2.7.10.1	FLT1;FLT;FRT;VEGFR1	EC 2.7.10.1;FLT;Vascular endothelial growth factor receptor 1;VEGFR-1;Fms-like tyrosine kinase 1;FLT-1;Tyrosine-protein kinase FRT;Tyrosine-protein kinase receptor FLT;Vascular permeability factor receptor
VGFR2_HUMAN	P35968	KDR	KDR	VEGFR2	KDR_FLT1_group	2.7.10.1	KDR;FLK1;VEGFR2	2.7.10.1;Vascular endothelial growth factor receptor 2;VEGFR-2;Fetal liver kinase 1;FLK-1;Kinase insert domain receptor;KDR;Protein-tyrosine kinase receptor flk-1;CD309;Isoform 2 of Vascular endothelial growth factor receptor 2
VGFR3_HUMAN	P35916	FLT4	FLT4			2.7.10.1	FLT4;VEGFR3	EC 2.7.10.1;Vascular endothelial growth factor receptor 3;VEGFR-3;Fms-like tyrosine kinase 4;FLT-4;Tyrosine-protein kinase receptor FLT4
VRK1_HUMAN	Q99986	VRK1	VRK1	VRK1		2.7.11.1	VRK1	2.7.11.1;Serine/threonine-protein kinase VRK1;Vaccinia-related kinase 1
VRK2_HUMAN	Q86Y07	VRK2 (PSP)		VRK2		2.7.11.1	VRK2	2.7.11.1;Serine/threonine-protein kinase VRK2;Vaccinia-related kinase 2
VRK3_HUMAN	Q8IV63	VRK3 (PSP)		VRK3			VRK3	Inactive serine/threonine-protein kinase VRK3;Serine/threonine-protein pseudokinase VRK3;Vaccinia-related kinase 3
WEE1_HUMAN	P30291	WEE1	WEE1	Wee1		2.7.10.2	WEE1	EC 2.7.10.2;Wee1-like protein kinase;WEE1hu;Wee1A kinase
WNK1_HUMAN	Q9H4A3	WNK1	WNK1	WNK1		2.7.11.1	WNK1;HSN2;KDP;KIAA0344;PRKWNK1	2.7.11.1;p65;Serine/threonine-protein kinase WNK1;Erythrocyte 65 kDa protein;Kinase deficient protein;Protein kinase lysine-deficient 1;Protein kinase with no lysine 1;hWNK1;Isoform 6 of Serine/threonine-protein kinase WNK1
WNK2_HUMAN	Q9Y3S1	WNK2 (PSP)		WNK2		2.7.11.1	WNK2;KIAA1760;P/OKcl.13	2.7.11.1;Serine/threonine-protein kinase WNK2;Antigen NY-CO-43;Protein kinase lysine-deficient 2;Protein kinase with no lysine 2;Serologically defined colon cancer antigen 43;Isoform 2 of Serine/threonine-protein kinase WNK2
WNK3_HUMAN	Q9BYP7	WNK3 (PSP)		WNK3		2.7.11.1	WNK3;KIAA1566;PRKWNK3	2.7.11.1;Serine/threonine-protein kinase WNK3;Protein kinase lysine-deficient 3;Protein kinase with no lysine 3
WNK4_HUMAN	Q96J92	WNK4 (PSP)		WNK4		2.7.11.1	WNK4;PRKWNK4	2.7.11.1;Serine/threonine-protein kinase WNK4;Protein kinase lysine-deficient 4;Protein kinase with no lysine 4;Isoform 2 of Serine/threonine-protein kinase WNK4
YES_HUMAN	P07947	Yes	Yes	Yes	Src_group	2.7.10.2	YES1;YES	EC 2.7.10.2;Tyrosine-protein kinase Yes;Proto-oncogene c-Yes;p61-Yes
ZAP70_HUMAN	P43403	ZAP70	ZAP70	ZAP70		2.7.10.2	ZAP70;SRK	EC 2.7.10.2;Tyrosine-protein kinase ZAP-70;70 kDa zeta-chain associated protein;Syk-related tyrosine kinase;Isoform 3 of Tyrosine-protein kinase ZAP-70
